Input smiles,Docking score
O=C1C=C2CCN(CCC(=O)NC3CCCC4N=C(C(=O)O)C=C43)C(=O)C2C(O)C1,-9.2
CNC(=O)c1ccc2c(c1)C(NC(=O)CCN1CCc3ccc(O)cc3C1=O)CCC2,-9.6
CNC(=O)c1cc(O)c2c(c1)C(NC(=O)CCN1CCc3ccccc3C1=O)CCC2,-9.8
CC1CCCn2c1nc1ccc(-c3cnc4ccccc4c3N3CCCC3)cc1c2=O,-11.6
CC1=C2C(=C(Cc3cnc4c(c3)C(=O)N(CCO)CN4C)N(C)c3ccccc32)OC1,-8.5
CN1c2cc(=O)n(C3CCCNC3=O)cc2-c2ccc(F)c3nc(C(C)(C)C)nc1c23,-10.1
COC(=O)N1CCn2c(=O)c3c(=O)n(CC(=O)O)cc(F)c3c3cc(C(C)N)cc1c32,-9.3
CC1CCC2(Cn3c4c(n(C)c3=O)-c3ccccc3C35C(C4)C3N5C)CNC(=O)N2C1,-9.5
CC(C)CC(C)NC(=O)N1CCC2=C(C3=NC(=O)C(C(C)C)=C4CCOC(=C2)C34)C1C,-8.7
CC=CC1=C2Nc3cccc4c3C(CCN2C(=O)C1)CN(c1cccn(C)c1=O)C4=O,-9.6
COC1=CC2=C(C3=NC(=O)C(C(C)(C)O)=CC13)C(C)N(C(=O)NC(C)CC(C)C)CC2,-6.9
CC1=C2C(C)=C(CC(N)=O)NC(Cc3cnc4c(c3)C(=O)N(CCO)CN4C)=C2OC1,-8.6
CCCCC1Cc2c(C)cc(CN3CNc4c3c(=O)n(C)c(=O)n4C)cc2C(=O)N1C,-8.5
CCCc1cc(OC)cc2cc(Cn3c(C(F)(F)F)c(CCO)ccc3=O)c(=O)[nH]c12,-8.7
CC1(O)Cc2cccc3ncc(-c4ccc5nc6n(c(=O)c5c4)CCCC6N)c(c23)C1,-11.9
Cc1cc(O)cc2cc3c(cc12)CC(O)N3c1ccc2nc3n(c(=O)c2c1)CCCC3,-10.9
Cn1cccc(N2CC3CCn4c(N)nc5sc6nc7ccc(c3c7n6c54)C2=O)c1=O,-10.8
CC=C(C)c1cc2c3n(c4cn(C5CCCNC5=O)c(=O)cc4nc-3c1=O)CCC2=O,-10.5
CCCC1=CC2=CN3CC4CC(NC(=O)C(N)=O)CN5C(=O)N(C)C(=CC2=C1C)C3C45,-8.1
Cn1cccc(N2CC3CCn4c(N)nc5c4-n4c(nc6ccc(c3c64)C2=O)C5)c1=O,-10.6
Cc1c(O)cc(C(C)(C)C)c2[nH]c(=O)c(Cn3c(C(F)(F)F)c(C=O)ccc3=O)cc12,-9.2
CC1CCc2c(c(-c3ccccc3)c(=O)n3c2CN(C(C)C(=O)NCC(=O)O)CC3)O1,-8.6
CC1=C2C(=C(Cc3cnc4c(c3)C(=O)N(CCO)CN4C)Nc3c(C)cccc32)OC1,-9.3
COCCNC(=O)CN(C)Cc1cc2c(cc1O)C1=CC(NC(=O)O)C=CC1=C(O)C2,-8.6
CC=CCC1=NC2=C(CCc3cc(O)ccc32)C2CN(c3cccn(C)c3=O)C(C)CN12,-9.7
Cc1scc2c1NC(c1ccccc1)=NCCCC(=O)N(c1cccc(F)c1F)CCC2,-4.8
COC(=O)c1cc2c3c(c1)c1c(F)cn(CC(=O)O)c(=O)c1c(=O)n3CCN2C(=O)OC,-9.9
CC(C)c1ncc(-c2ccc3nc4n(c(=O)c3c2)CCCC4N)c2cc(C(=O)O)ccc12,-11.3
CC1CCCN2C(=O)c3cc(CN4CNc5c4c(=O)n(C)c(=O)n5C)cc(CN)c3NC12,-8.7
CCN1C(=O)c2cc(CN3CNc4c3c(=O)n(C)c(=O)n4C)cc(C)c2NC1CC(=O)O,-8.5
CCn1nc2c(c1C)C1=CN3CCC(NC(=O)CN4CCCCC4)CC3=CC1C(=O)N2C,-9.5
COCCNC(=O)CN(C)Cc1cc2c(cc1O)C1=CC(N(C)C(C)=O)C=CC1=C(O)C2,-8.9
Cn1cccc(N2CC3CCn4c(=O)ncc5cc[nH]c6ccc(c3c6[nH]c54)C2=O)c1=O,-9.5
COC(=O)Cn1cc(F)cc(C(=O)N2COc3c(C)cc4c(c3C2)CC(O)C(O)=C4)c1=O,-9.1
COC(=O)N1CCn2c(=O)c3c(=O)n(CC(=O)O)cc(F)c3c3cc(C(=O)C#N)cc1c32,-9.6
Cn1cccc(N2CC3CCN4C(=O)Cc5ccc6nc7ccc(c3c7n6c54)C2=O)c1=O,-11.4
CC1=NC2=C(CCc3cc4ccccc4cc32)C2CN(c3cccn(C)c3=O)C(C)CN12,-7.7
CC1CCCn2c1nc1ccc(-c3cnc4c5c3CC(=O)N(C)C5CN(C)C4)cc1c2=O,-10.2
CCOC(=O)C1=NC2CCCC(NC(=O)CCN3CCC4=CC(=O)CC(O)C4C3=O)C2=C1,-9.2
COC(=O)Cn1cc(F)cc(C(=O)NCc2c(O)c(O)cc3c2NC(N)=C(OC)N3)c1=O,-7.9
CCCC1=C2Nc3cccc4c3C(CCN2C(=O)C1=O)CN(c1cccn(C)c1=O)C4=O,-7.1
Cn1cccc(N2CC3CCN4C(=O)CC5=C4C4C(=Nc6ccc(c3c64)C2=O)C=C5)c1=O,-11.3
CC1CCCn2c1nc1ccc(-c3cncc4c3cnc(=O)c3ccccc34)cc1c2=O,-11.2
Cn1cccc(N2CC3CCn4c(=O)ncc5cc[nH]c6ccc(c3c6oc54)C2=O)c1=O,-11.0
CC=CC1=C(CC(N)=O)NC(Cc2cnc3c(c2)C(=O)N(CCO)CN3C)=C2OCC=C12,-9.0
CN(C)C(=O)c1ccc2c(c1)C(NC(=O)CCN1CCc3ccc(O)cc3C1=O)CCC2,-9.7
