Input smiles,Docking score
N=[N+]=Nc1c(Cl)c(N=[N+]=N)c2ccccc2c1O,-7.9
C#CCOc1ccc2ccccc2c1,-8.2
C#CCOc1ccc2ccccc2c1CNO,-8.1
N=[N+]=Nc1ccc(Br)c2ccccc12,-7.6
N=[N+]=NCc1nnc(-c2ccc3ccccc3c2)o1,-9.7
[N-]=[N+]=NC[C@H](O)COc1cccc2ccccc12,-8.1
CN(C)C(=O)Oc1ccc(N=[N+]=N)c2ccccc12,-7.6
N=[N+]=Nc1ccc(F)c2ccccc12,-8.7
N=[N+]=Nc1ccc(N=[N+]=N)c2ccccc12,-8.3
[N-]=[N+]=Nc1cccc2c(N=C=S)cccc12,-7.7
[N-]=[N+]=NCCCOc1ccc2ccccc2c1,-8.3
C#C[C@@](O)(c1ccc2ccccc2c1)C(C)(C)C,-9.2
COc1ccc2ccccc2c1N=[N+]=N,-8.3
N=[N+]=Nc1c(N=[N+]=N)c(N=[N+]=N)c2ccccc2c1O,-8.1
N=[N+]=Nc1c(N)ccc2ccccc12,-8.4
C#CCS(=O)(=O)c1ccc2ccccc2c1,-9.1
N=[N+]=Nc1c(Cl)c(N=[N+]=N)c2ccccc2c1O,-8.1
C#CCNS(=O)(=O)c1ccc2ccccc2c1,-8.9
[N-]=[N+]=NCCCOc1cccc2ccccc12,-8.3
[N-]=[N+]=NCCOc1ccc2ccccc2c1,-8.2
N=[N+]=Nc1c(N=[N+]=N)c(N=[N+]=N)c2ccccc2c1O,-8.2
C#CCOc1cccc2ccccc12,-7.9
COc1ccc2cc(N=[N+]=N)ccc2c1,-8.5
[N-]=[N+]=NC(=O)c1ccc2ccccc2c1,-8.9
[N-]=[N+]=NCCNC(=O)c1ccc2ccccc2c1,-8.9
[N-]=[N+]=NCCN1C(=O)c2cccc3cccc1c23,-7.9
N=[N+]=Nc1c(Cl)c(Cl)c(O)c2ccccc12,-7.7
[N-]=[N+]=NCCSc1ccc2ccccc2c1,-8.2
N=[N+]=Nc1cc(Cl)c2cccc3c2c1NC3=O,-9.1
C#C[C@](O)(c1ccc2ccccc2c1)C(C)(C)C,-9.4
C[N+]1(C)Cc2cc3ccc(N=[N+]=N)cc3cc2C1,-7.4
[N-]=[N+]=NC(=O)c1cc2ccccc2cc1O,-8.7
[N-]=[N+]=NCCNC(=O)c1cccc2ccccc12,-8.4
N=[N+]=Nc1ccc(N=[N+]=N)c2c(O)cccc12,-8.2
N=[N+]=Nc1c(O)ccc2ccccc12,-8.3
N=[N+]=Nc1cc2ccc3ccccc3c2oc1=O,-9.8
N=[N+]=Nc1ccc2c3c(cccc13)C(=O)N(O)C2=O,-8.1
C[C@@](O)(C#CCO)c1ccc2ccccc2c1,-9.2
CC(C)(O)C#Cc1cccc2ccccc12,-7.7
N=[N+]=Nc1c(N=[N+]=N)c(Cl)c2ccccc2c1O,-8.0
N=[N+]=Nc1c(N=[N+]=N)c(N=[N+]=N)c2ccccc2c1O,-8.2
CC#CCS(=O)(=O)c1ccc2ccccc2c1,-8.9
N=[N+]=NCc1nc2cc3ccccc3cc2[nH]1,-9.3
[N-]=[N+]=Nc1nnc(-c2cccc3ccccc23)o1,-8.6
N#Cc1sc2ccc3ccccc3c2c1N=[N+]=N,-7.2
C[C@](O)(C#CCO)c1ccc2ccccc2c1,-9.3
N=[N+]=Nc1c(Cl)c(O)c2ccccc2c1Cl,-7.6
N=[N+]=Nc1ccc(N)c2ccccc12,-8.1
C[N+]1(C)Cc2cc3cccc(N=[N+]=N)c3cc2C1,-8.3
CN(C)C(=O)Oc1ccc2ccccc2c1N=[N+]=N,-7.5
CC#CCOc1cccc2ccccc12,-8.2
N=[N+]=Nc1cccc2cccc(CO)c12,-8.1
[N-]=[N+]=NS(=O)(=O)c1ccc2ccccc2c1,-8.9
N=[N+]=NCC(=O)c1ccc2ccccc2c1,-9.4
C#CCOc1ccc2ccccc2c1CO,-7.6
C[C@H]([NH+]=[N+]=[N-])c1cccc2ccccc12,-8.6
N=[N+]=Nc1cc(N=[N+]=N)c2cccc3c2c1NC3=O,-8.7
C#CC[N+](C)(C)Cc1c(C)ccc2ccccc12,-7.4
N=[N+]=Nc1ccc2c3c(ccc(N=[N+]=N)c13)CC2,-8.3
C#CCOc1ccc2ccccc2c1C=O,-7.8
N=[N+]=Nc1ccc2c3c(cccc13)C(=O)NC2=O,-8.1
N=[N+]=NCc1nnc(-c2cccc3ccccc23)o1,-8.9
N=[N+]=Nc1ccc(Cl)c2c(O)cccc12,-7.3
[N-]=[N+]=NCC[S](O)c1ccc2ccccc2c1,-8.2
N=[N+]=Nc1c([N+](=O)[O-])cc2c3c(cccc13)CC2,-8.3
[N-]=[N+]=Nc1ccc2ccccc2c1,-8.5
N=[N+]=[N+]=C(Cc1ccc2ccccc2c1)[N+](=O)[O-],-10.2
C#CC[N+](C)(C)Cc1cccc2ccccc12,-7.9
N=[N+]=Nc1c(Cl)c(O)c2ccccc2c1N=[N+]=N,-8.0
N=[N+]=Nc1ccc(N=[N+]=N)c2ccccc12,-8.3
N=[N+]=Nc1cc2ccccc2cc1N,-8.7
CC(=O)Nc1ccc(N=[N+]=N)c2ccccc12,-7.5
N=[N+]=Nc1cccc2cccc(N)c12,-8.7
C#Cc1cc2ccccc2c2ccccc12,-9.5
N=[N+]=Nc1cc(N=[N+]=N)c2cccc3c2c1NC3=O,-8.7
