Input smiles,Docking score
C#CC1=Cc2c(=O)n([O-])c(O)c3cccc(c23)/C1=N,-9.1
C#Cc1ccc2ccc3cc4nc(/C=N,0.0
C#Cc1cc2c3c(cccc3c1N)C(=O)N([O-])C2=O,-9.3
C#CC1=CC=C2C=C[C@H]3C[C@@H]4N=C(/C=N,0.0
C#Cc1cc2cc(ccc(N=[N+]=[N-])cc1[NH2+]N=N)C=C2,-8.7
C#Cc1ccc2cc3nc(/C=N,0.0
C#Cc1c(C#N)cc2c3c([nH]c([O-])c13)C(N=[N+]=[N-])=CC2=[N+](C)C1CC(C)C1,-9.0
N#CC(=O)C#Cc1cc2cc(ccc(N=[N+]=[N-])cc1N=NN)C=C2,-8.7
C#Cc1cc2c3c(cccc3c1N)C(=O)N(O)C2=O,-9.1
C#CC1CC2C=CC(CCC(N=[N+]=[N-])(S(=O)(=O)[N-]/C(O)=C/N)CC1[NH2+]N=N)C2,-6.3
C#Cc1ccc2ccc3cc2c1cc([NH+]=NN)cccc3-c1[nH+][nH]c(=N)o1,-12.3
C#Cc1cc2cc(ccc(N=[N+]=N)cc1NN=N)C=C2,-8.9
C#Cc1cc2c3c(cccc3c1N=[N+]=[N-])C(=O)N(O)C2=O,-9.4
C#CC1=CC=C2C=C[C@H]3C[C@@H]4N=C(/C=N,0.0
N#Cc1cc(N)cccccc2ccccc12,-7.1
[N-]=[N+]=Nc1ccccc2cc(c(N=[N+]=N)c1)C(=O)NC2=O,-9.3
Cc1cc(N=NN)nc2ccc3ccccc3c12,-9.6
[N-]=[N+]=Nc1ccc2cc3nc(/C=N/N=N)[n-]c3cc2c1,-8.3
C[N+]1(C)Cc2cc3cc(C#N)cc(NN=N)c3cc2C1,-8.4
CC1CC(/[N+](C)=C2,0.0
N=N/N=C/c1nc2cc3ccc(N=[N+]=N)cc3cc2[n-]1,-8.8
[H]/N=N,-1.9
C#Cc1cc2cc(ccc(N=[N+]=[N-])cc1NN=N)C=C2,-8.8
N=N/N=C/c1[nH]c2cc3cc(N=[N+]=N)ccc3cc2[nH+]1,-8.8
N#Cc1cc(N)ccccc2[nH]c(/C=N,0.0
[H]/N=N,-1.9
CC(C#N)=Nc1cc(N=[N+]=[N-])ccc2cc(cc1-c1[nH+]nc(N=[N+]=[N-])o1)C=C2,-7.9
C#Cc1ccc2c(ccc(N=[N+]=[N-])cc1NN=N)C[N+](C)(C)C2,-7.1
C#Cc1c(N=C(C)C#N)cc(N=[N+]=N)ccccc2nc(/C=N,0.0
C#CC1=Cc2c(=O)n([O-])c(O)c3c([N-]C(C)=O)ccc(c23)/C1=N,-9.2
N#CC(=O)C#Cc1cc2c3c(cccc3c1N)C(=O)N(O)C2=O,-9.0
Cc1cc(N=[N+]=N)nc2ccc3ccccc3c12,-10.1
C#CC1=CC=C2C=C[C@@H]3CCCC[C@@H]([NH2+]N=N)C[C@]1(N=[N+]=[N-])[C@H]2C3,-8.2
C#Cc1cc2cc(ccc(N=[N+]=N)cc1N=C(C)C#N)C=C2,-6.5
CC(=O)[N@@H+]1N=C(CNN=N)O[C@H]1C1CCCCCC([NH2+]N=N)CCC1,-8.4
C#Cc1ccc2ccc3ccc(C([NH-])=O)cc(N=NN)cc1c2c3,-9.0
C#Cc1c(C#N)cc2nc(/C=N,0.0
C#Cc1ccc2c(ccc(N)cc1NN=N)C[N+](C)(C)C2,-6.8
C#CC1CC2C=CC(CCC(N=[N+]=[N-])CC1([NH2+]N=N)S(=O)(=O)[N-]/C(O)=C/N)C2,-6.3
C#Cc1ccc2ccc3ccccc(N=NN)cc1c2c3-c1[nH+][nH]c(=N)o1,0.0
C#CC1(c2[nH+][nH]c(=N)o2)CCCCCCC(N=[N+]=[N-])CC1NN=N,-6.7
C#Cc1c(C#N)cc2c3c([nH]c([O-])c13)C(N=[N+]=[N-])=C/C2=[N+](/C)C1CC(C)C1,-8.9
N#Cc1cc(N=[N+]=[N-])ccccc2cc1C(=O)NC2=O,-9.0
C/C(O)=[N+]1/N[C@@H](c2ccc3ccccc3c2)O[C@@H]1/C=N,-9.1
Cc1cc(N=[N+]=[N-])nc2ccc3ccccc3c12,-9.6
C#Cc1cc2ccccc2c2ccccc12,-9.4
[N-]=[NH+]/N=C,-2.6
N#Cc1cc(N)cccccc2ccccc12,-8.5
C#Cc1cc2c3c(cccc3c1N=[N+]=[N-])C(=O)N([O-])C2=O,-9.6
C#Cc1ccc2ccc3cccc4ccc1c2c34,-10.5
N#Cc1cc(N)ccccc2[n-]c(/C=N,0.0
C/C(O)=[N+]1/N[C@@H](c2ccc3ccccc3c2)O[C@@H]1/C=N,-9.1
CC1CC(/[N+](C)=C2,0.0
N#Cc1cc(N=[N+]=[N-])ccccc2cc1C(O)=NC2=O,-8.9
C#Cc1c(C#N)cc2nc(/C=N,0.0
N#CC(=O)C#Cc1cc2cc(ccc(N=[N+]=[N-])cc1/[NH+]=N,0.0
N=N/N=C,-2.7
C#C/C1=C/c2cc(c(=O)n([O-])c2O)/C=C,0.0
C#Cc1ccc2c(ccc(N)cc1NN=N)C[N+](C)(C)C2,-6.8
C#Cc1ccc2cc3nc(/C=N,0.0
C#Cc1cc2cc(ccc(N=[N+]=[N-])cc1[NH2+]N=N)C=C2,-7.8
[N-]=[N+]=Nc1ccc2cc3[nH+]c(/C=N/N=N)[nH]c3cc2c1,-8.3
CC1CC(/[N+](C)=C2/C=C(N=[N+]=[N-])c3[nH]c(O)c4cccc2c34)C1,-9.2
C#Cc1cc2c3c(cccc3c1N=[N+]=[N-])C(=O)N(O)C2=O,-9.4
C#CC1=CC=C2C=C[C@H]3C[C@@H]4N=C(/C=N,0.0
C#CC1=CC=C2C=C[C@@H]3CCCC[C@@H](/[NH+]=N,0.0
N=N/N=C,-2.7
CC1CC(/[N+](C)=C2,0.0
C#Cc1cc2c3c(cccc3c1N)C(=O)N(O)C2=O,-8.9
N#Cc1cc(N=[N+]=[N-])ccccc2nc(/C=N,0.0
[N-]=[NH+]/N=C/c1[nH+]nc(-c2ccc3ccccc3c2)o1,-8.6
C#CC1=CC=C2C=C[C@@H]3CCCC[C@@H]([NH2+]N=N)C[C@@]1([NH3+])[C@H]2C3,-6.6
[N-]=[N+]=Nc1ccccc2cc(c(N=[N+]=[N-])c1)C(=O)NC2=O,-9.2
C#CC1=Cc2c(=O)n([O-])c(O)c3cccc(c23)C1=N,-9.1
N#Cc1cc(N=[N+]=[N-])ccccc2[nH]c(/C=N,0.0
Cc1cc(N=[N+]=[N-])nc2ccc3ccccc3c12,-9.6
N#Cc1cc(N=[N+]=[N-])ccccc2cc1C(=O)NC2=O,-9.1
[N-]=[N+]=Nc1ccc2cc3nc(/C=N/N=N)[n-]c3cc2c1,-8.3
CC(=O)[N@@H+]1N=C(CNN=N)O[C@H]1c1cccc2ccccc12,-9.4
C#Cc1cc2c3c(cccc3c1N)C(=O)N([O-])C2=O,-9.2
N#Cc1cc(N)ccccc2[nH]c(/C=N,0.0
[H]C#C/C1=C(,0.0
N=c1[nH][nH+]c(-c2cccc3ccccc23)o1,-9.6
[N-]=[N+]=Nc1n[nH+]c(-c2cccc3ccccc23)o1,-9.0
Cc1cc(N=[N+]=[N-])[nH+]c2ccc3ccccc3c12,-9.6
[N-]=[N+]=Nc1nnc(-c2cccc3ccccc23)o1,-9.1
C#Cc1ccc2c(ccc(N=[N+]=[N-])cc1NN=N)C[N+](C)(C)C2,-7.1
C#Cc1c(C#N)cc2c3c([nH]c([O-])c13)C(N=[N+]=[N-])=C/C2=[N+](/C)C1CC(C)C1,-8.8
CC(=O)[N-]c1ccc2cc3nc(/C=N,0.0
C#Cc1ccc2ccc3cc(/N=C(/C)C#N)ccc(NN=N)cc1c2c3,-7.2
[N-]=[N+]=Nc1ccc2cc3nc(/C=N,0.0
[H]C#C/C1=C(,0.0
C#C/C1=C/c2cc(c(=O)[nH]c2O)/C(Cl)=C,0.0
C#Cc1cc2cc(ccc(N=[N+]=[N-])cc1/N=C(/C)C#N)C=C2,-8.3
C#CC1=Cc2c(=O)n([O-])c(O)c3cccc(c23)/C1=N,-9.1
