Input smiles,Docking score
N=C(O)c1ccc2c(c1CC13CNCC1C3)CCCC2=O,-8.8
CCCCCCCCCCCC(O)C1NC(C)(C)C2CC12,-7.4
C1=Cc2c(CCC34CNCC3C4)cccc2N2COC=C12,-9.4
C1=CC(CCC23CNCC2C3)C2=CC=C3COCN3C2=C1,-9.6
O=C(O)c1ccc2c(O)cccc2c1CC12CNCC1C2,-8.8
C=C1CC2NCC3CC32CC1CC12CC1(C)C(O)CCC2C,-7.7
NC(=O)c1ccc2c(c1CC13CNCC1C3)CCCC2=O,-9.9
COc1cccc2c(CC34CNCC3C4)c(C(=N)O)ccc12,-7.2
N=C(O)C1C(=O)Cc2c(O)cccc2C1CC12CNCC1C2,-7.8
C=C1C(CC(C2(C)CC2)C2(C)CC2)CC23CC2CNC3C1C,-8.3
C=C1CC2NCC3CC32CC1CC12CC1(C)C(O)OCC2C,-8.2
CN1C2=CC=CC3C2=C(CC12CC2)OC3CC12CNCC1C2,-8.2
O=C1Cc2c(O)cccc2C2CC34CC3CNC4CC(O)C12,-8.7
CN1c2cccc3c(CC45CNCC4C5)oc(c23)CC12CC2,-8.6
C1=CC2C3=C(C=C4COCN4C3=C1)OC2CC12CNCC1C2,-9.0
C=CC(O)c1ccccc1OC1CC23CC2CNC3CC1O,-8.4
CC1(C)NC(C(O)CCC2=C3CCCCC3CCC2)C2CC21,-9.7
CC1CCCCC2C(C=CCC(O)C3NC(C)(C)C4CC34)C12,-9.3
[NH]C(O)c1ccc2c(c1CC13CNCC1C3)CCCC2=O,-8.4
C=C1C(CC(C2(C)CC2)C2(CO)CC2)CC23CC2CNC3C1C,-8.2
N=C(O)c1cc2c3c(cccc3c1CC13CNCC1C3)OCO2,-8.3
CC1(C)NC2=Cc3cc4c5c(cccc5c3CC23CC13)OCO4,-9.0
C=C1C(CC2C(CO)COC3C(O)C23C)CC23CC2CNC3C1C,-7.9
C=C1C(CC2C(CO)COC3C(O)C23C)CC23CC2CNC3C1O,-8.0
CC1CCC2C(CCC(O)C3NC(C)(C)C4CC34)CCCC2C1C,-8.8
O=C1N=Nc2c1c(CC13CNCC1C3)c1cccc3c1c2OCO3,-6.7
O=c1[nH][nH]c2c3c4c(cccc4c(CC45CNCC4C5)c12)OCO3,-8.9
C(=CC1CO1)=C1CC2OC(CC34CNCC3C4)c3cccc(c32)O1,-8.6
C=C1CC2NCC3CC32CC1CC1C(CO)COC2CC21CCO,-8.1
CC1C(C)C(C=CCC(O)C2NC(C)(C)C3CC23)C2(C)CC2C1C,-8.3
CC12CCC3C(CCC(O)C4NC(C)(C)C5CC45)CCCC3C1C2,-9.4
C=C1C(CC(C2(C)CC2)C2(CO)CC2)CC23CC2CNC3C1CO,-6.9
CC1(C)NC2CC(O)C3C(=O)Cc4c(O)cccc4C3CC23CC13,-8.8
COc1cccc2c(CC34CC3C3CN3C4)c(C([NH])O)ccc12,-6.8
COc1cccc2c(CC34CNCC3C4)c(C(N)=O)ccc12,-7.3
C=C1C(CC(C2(C)CC2)C2(C3CC3)CC2)CC23CC2CNC3C1C,-7.3
C=C1CC2NCC3CC32CC1CC(C1(CO)CC1)C1(CC)CC1O,-7.6
C(=CC1CO1)=C1Cc2oc(CC34CNCC3C4)c3cccc(c23)O1,-9.1
