Input smiles,Docking score
CNc1cccc(NC(O)C2C3CC3C3OC34C=CC=CC24)c1,-8.5
CCNc1cccc(NC(O)C2CCOc3cc(C)ccc32)c1,-8.8
C=Nc1cccc(NC(O)C2CC(=C)C3OC34C=CC=CC24)c1,-9.4
C=C1Cc2cc(O)ccc2C(C(O)Nc2cccc(NC)c2)C1,-8.4
CC=C1C=CC(=CCC2CO2)C(C(O)Nc2cccc(F)c2)C1,-8.4
C=C1CC(C(O)Nc2cccc(F)c2)C2CCC(=O)CC23OC13,-8.0
C=Nc1cccc(NC(O)C2CC(C)C3OC34C=CC=CC24)c1,-8.7
CC1CC(C(O)Nc2cccc(F)c2)C2CCC(=O)CC23OC13,-8.4
CNc1cccc(NC(O)C2CC(C)C3OC34C=CC=CC24)c1,-8.4
OC(Nc1cccc(F)c1)C1c2cccc3c2N3CCC2CC21,-8.5
C=Nc1cccc(NC(O)C2CCOc3cc(OC)ccc32)c1,-8.2
C=C1CC(C(O)Nc2cccc(NC)c2)C2C=CC(O)=CC23OC13,-9.0
NC1=CC2C(=C(C(O)Nc3cccc(F)c3)C=C3NCCN32)C=C1,-8.2
CC=Nc1cccc(NC(O)C2C3CC3C3OC34C=CC=CC24)c1,-8.9
CCNc1cccc(NC(O)C2CCOc3cc(OC)ccc32)c1,-6.9
C=C1Cc2cc(OC)ccc2C(C(O)Nc2cccc(NC)c2)C1,-8.9
CCNc1cccc(NC(O)C2C3CC3C3OC34C=CC=CC24)c1,-8.3
C=C1Cc2cc(NC)ccc2C(C(O)Nc2cccc(NC)c2)C1,-8.5
CCNc1cccc(NC(O)C2=C3C=CC(N)=CC3OC(C)=C2)c1,-8.2
C=Nc1cccc(NC(O)C2c3ccc(C)cc3OC3C(=C)C32)c1,-7.8
CC=Nc1cccc(NC(O)C2CC(C)Cc3cc(O)ccc32)c1,-8.4
CC1Oc2ccc3c(c2O1)OCCC3C(O)Nc1cccc(F)c1,-7.8
C=C1C=CC(=CCC2CO2)C(C(O)Nc2cccc(NCC)c2)C1,-8.7
Nc1ccc2c(C(O)Nc3cccc(F)c3)cc3nccn3c2c1,-8.8
C=C1Cc2cc(O)ccc2C(C(O)Nc2cccc(N=CC)c2)C1,-8.9
C=Nc1cccc(NC(O)C2C3CC3C3OC34C=C(O)C=CC24)c1,-8.1
OC(Nc1cccc(F)c1)C1CC2CC=CC23OC32C=CC=CC12,-9.6
CNc1cccc(NC(O)C2CCOC3(C(OC)C4CO4)CC23)c1,-6.5
C=Nc1cccc(NC(O)C2Cc3ccoc3-c3cc(O)ccc32)c1,-8.1
C=Nc1cccc(NC(O)C2CC3CC=CC34OC43C=CC=CC23)c1,-6.7
CC1Cc2cc(O)ccc2C(C(O)Nc2cccc(N3CC3F)c2)C1,-8.6
CC(=O)Nc1ccc2c(c1)CC(C)CC2C(O)Nc1cccc(F)c1,-9.1
NC1=CC2C(=C(C3Nc4cccc(F)c4OO3)C=C3NCCN32)C=C1,-8.3
COc1ccc2c(c1)OCCC2C(O)Nc1cccc2c1OCCN2,-7.7
CC1C=CC(C=CC2CO2)C(C(O)Nc2cccc(N3CC3F)c2)C1,-8.2
OC(Nc1cccc(N2CC2F)c1)C1C2CC2C2OC23C=CC=CC13,-10.0
COCC=CC1C2CC2(C(O)Nc2cccc(F)c2)CC(=O)N12C=C2,0.0
C=Nc1cccc(NC(O)C2Cc3ccoc3CC2C=CC2CN2)c1,-8.2
COC(C)CC=C1CC2CCCC2CC1C(O)Nc1cccc(F)c1,-7.5
C=CN1C(=O)CC2(C(O)Nc3cccc(F)c3)CC23C=CC(N)=CC13,-7.9
C=C1Cc2cc(O)ccc2C(C(O)Nc2cccc(N3CC3F)c2)C1,-8.8
C=C1Cc2cc(N(C)C)ccc2C(C(O)Nc2cccc(NC)c2)C1,-8.2
CNc1cccc(NC(O)C2Cc3ccoc3-c3cc(O)ccc32)c1,-8.3
OC(Nc1cccc(F)c1)C1CCOc2cc(OC3OC3O)ccc21,-8.8
OC(Nc1ccc(F)c(F)c1)C1CC2CC=CC23OC32C=CC=CC12,-9.7
CC(=O)C=CC1C2CC2(C(O)Nc2cccc(F)c2)C2NC2N12C=C2,0.0
O=C1CC2(C(O)Nc3cccc(F)c3)CC2C(C2CCCO2)N12C=C2,0.0
