Input smiles,Docking score
CC[C@H]1CCCCN1C(=O)Cn1nnc(C)c1-c1ccc2cc(OC)ccc2c1,-7.0
Nc1cc(Cl)c(F)c2ccccc12,-7.6
[N-]=[N+]=Nc1c(Cl)c(O[C@H]2COC[C@@H](N)C2)c([NH2+]N=N)c2cccc([O-])c12,-6.5
CC=C(C)C(=O)N(N=N)c1ccc2c3c(ccc(Cl)c13)C=C2,-8.2
CN(CC(=O)Oc1c(Cl)c(N=[N+]=[N-])c2c(N)ccc3c2c1CC3)C1CC1,-6.1
[N-]=[N+]=Nc1ccc2c3c(ccc(N=C=S)c13)CC2,-7.7
Cc1cc(SC[C@H](O)[C@@H](C)[NH2+]c2ccc3c4c(cccc24)C(=O)N3)ccc1N,-9.4
C[C@H](Cc1ccccc1Br)NC(=O)Nc1ccc2c3c(ccc(NN=N)c13)C=C2,-10.0
CCN(CCc1cn(-c2cccc3c2ccc2[nH]c(=N)cc(C)c23)nn1)C(=O)CC#N,-8.5
O=C(Nc1cccc2ccc([N+](=O)[O-])cc12)OCCBr,-7.5
CC(C)(C)C(=O)Oc1c(N=[N+]=[N-])c(Cl)c(N=[N+]=[N-])c2ccccc12,-5.6
[N-]=[N+]=Nc1c([O-])c2c3c(cccc3c1N=[N+]=[N-])C(O)=N2,-7.5
C[N+]1(C)Cc2ccc(Cl)c(Cl)c(N=[N+]=[N-])cc([NH+]=NN)cc2C1,-6.1
COc1ccc2c(ccc3nc(N=[N+]=[N-])cc(C)c32)c1,-6.9
CCC=C(O)Nc1c(Cl)cc2cc(ccc(Cl)c1Cl)CC2,-4.6
C[N+]1(C)Cc2cc3cc(N=[N+]=[N-])c(Cl)c([O-])c3cc2C1,-6.6
N=[N+]=Nc1c(Cl)c(Cl)c2ccccc2c1O,-8.2
[N-]=[N+]=Nc1c(Cl)c(Cl)c2ccccc2c1Cl,-7.2
[N-]=[N+]=Nc1c(Cl)c(F)c2ccccc2c1N=[N+]=N,-8.5
[N-]=[N+]=Nc1ccc2cc(c(O)c([O-])c(N=[N+]=N)c1Cl)C=C2,-7.6
N=[N+]=Nc1c(Cl)c(Cl)c2cccc3c2c1[N-]C3=O,-8.3
N=C1C(Cl)=C(Cl)c2ccc(Cl)c3c(O)[n-]c1c23,-8.3
[N-]=[N+]=Nc1ccc2c3c(ccc(N=[N+]=[N-])c13)CC2,-7.7
N=[N+]=Nc1c(Cl)c(Cl)c2ccccc2c1Cl,-7.6
[N-]=[NH+]Nc1c2cc(ccccc(Cl)c1Cl)C(=O)N2,-8.2
[N-]=[N+]=Nc1c2ccccc2c(C=O)c2ccccc12,-7.1
N#Cc1cc([NH+]=NN)c(Cl)c(Cl)c1N=[N+]=N,-6.4
Nc1ccc2c3c(ccc(Cl)c13)CC2,-7.7
Cc1cc(N=[N+]=[N-])[nH+]c2ccc3ccccc3c12,-9.0
Nc1cccc2ccc([N+](=O)[O-])cc12,-8.5
C[N+]1(C)Cc2cc3ccc(NN=N)cc3cc2C1,-7.4
N#Cc1ccc2cc(ccc(N=[N+]=[N-])c1Cl)C=C2,-7.4
[N-]=[N+]=Nc1c(O)ccccc([NH2+]N=N)c(Cl)c(Cl)c1N=[N+]=N,-6.8
[N-]=[N+]=Nc1c(Cl)c(Cl)c2c3c(ccc(/[NH+]=N,0.0
N#Cc1sc2ccc3ccccc3c2c1N=[N+]=[N-],-7.2
[N-]=[N+]=Nc1c(O)c2cc(cc(N)c(Cl)c(Cl)c1N=[N+]=N)C(O)=N2,-6.5
CCN1C(=O)c2cccc3c(N)ccc1c23,-7.5
COc1cc2c3c(c(O)c(Cl)c(N=[N+]=[N-])c3c1[NH+]=NN)C=C2,-6.9
N=[N+]=Nc1c(Cl)c(Cl)c2c3c(ccc(/[NH+]=N,0.0
Cc1cc(N)[nH+]c2ccc3ccccc3c12,-9.3
[N-]=[N+]=Nc1c(N=[N+]=N)ccc([NH+]=NN)cc2cc(c1O)N=C2O,-7.4
Cc1cc(N=C=O)[nH+]c2ccc3ccccc3c12,-9.0
Cc1cc(N=[N+]=N)[nH+]c2ccc3ccccc3c12,-9.5
N#Cc1ccc2c3c(ccc(/[NH+]=N,0.0
Cc1cc(N=[N+]=[N-])nc2ccc3ccccc3c12,-9.1
N=[N+]=Nc1c(Cl)c(Cl)c(F)c2ccccc12,-8.5
Fc1ccc(N=C=S)c2ccccc12,-7.8
[N-]=[N+]=Nc1c(N=[N+]=N)c(Cl)c2ccccc2c1O,-7.8
N=[N+]=Nc1c(Cl)c(O)c2c3c(ccc(/[NH+]=N,0.0
N#Cc1c(N=[N+]=N)c(Cl)c(Cl)c2ccccc12,-7.0
N=NNc1c(Cl)c(Cl)c2ccccc2c1Cl,-7.1
C[C@@H]([NH2+]c1ccc2c3c(cccc13)C(=O)[N+]2(C)C)[C@@H]1CO1,-7.3
[N-]=[N+]=Nc1c(O)c2cc(cc([NH2+]N=N)c(Cl)c(Cl)c1N=[N+]=N)C(O)=N2,-6.2
[N-]=[N+]=Nc1c2cc(ccccc(Cl)c1Cl)C(=O)N2,-8.5
Cc1cc(N)nc2ccc(N)cc12,-7.1
CC/C=C(/O)[N-]c1ccc2c3c(ccc(Cl)c13)CC2,-7.3
C[N+]1(C)Cc2ccccc(NN=N)cc(C#N)cc2C1,-4.9
[N-]=[N+]=Nc1c(Cl)c(F)c2ccccc2c1N=[N+]=[N-],-7.6
[N-]=[N+]=Nc1ccc(Cl)c2c([O-])cccc12,-7.4
C[N+]1(C)Cc2cc3ccc(N=[N+]=[N-])cc3cc2C1,-7.6
Cc1cc(=N)[nH]c2cc3sc(C#N)c(N=[N+]=[N-])c3cc12,-6.4
[N-]=[N+]=Nc1ccc2c3c(ccc(N=[N+]=[N-])c13)CC2,-7.7
N#Cc1c(N=[N+]=[N-])c(Cl)c(Cl)c2ccccc12,-6.6
[N-]=[N+]=Nc1c(O)c2c3c(cccc3c1N=[N+]=[N-])C(O)=N2,-7.2
[N-]=[N+]=Nc1c(Cl)c(Cl)c2ccccc2c1N=[N+]=[N-],-6.7
C[C@@H]([NH2+]c1ccc2c3c(cccc13)C(O)=N2)[C@@H]1CO1,-7.5
N#Cc1sc2ccc3ccccc3c2c1N=[N+]=[N-],-7.2
C#Cc1ccc2cc(OC)ccc2c1,-8.4
[N-]=[N+]=Nc1c(Cl)c(O)c2c3c(ccc(/[NH+]=N,0.0
[N-]=[N+]=Nc1c(Cl)c([O-])c(Cl)c2ccccc12,-7.2
[N-]=[N+]=Nc1c(Cl)c(Cl)c2c3c(ccc(/[NH+]=N,0.0
Cc1cc(N=[N+]=[N-])nc2ccc3ccccc3c12,-9.1
Fc1ccc(N=C=S)c2ccccc12,-7.8
N#Cc1ccc2c3c(ccc(/N=N,0.0
C#Cc1ccc2ccc3cccc4ccc1c2c34,-9.9
C[C@@H]([NH2+]c1ccc2c3c(cccc13)C(=O)N2)[C@@H]1CO1,-7.3
N#Cc1ccc2c3c(ccc(/[NH+]=N,0.0
COc1ccc2c(ccc3nc(N=[N+]=[N-])cc(C)c32)c1,-6.9
N=N[NH2+]c1ccc2c3c(ccc(Cl)c13)C=C2,-7.8
[N-]=[N+]=Nc1c(Cl)c(Cl)c([NH2+]N=N)c2cccc([O-])c12,-6.1
N#Cc1c(N=[N+]=[N-])c2c3c(cccc3c1Cl)C(=O)[N-]2,-7.3
[N-]=[N+]=Nc1c([O-])c2c3c(cccc3c1N=[N+]=[N-])C(O)=N2,-7.4
N=C1C(Cl)=C(Cl)c2cccc3c(O)[n-]c1c23,-8.3
[N-]=[N+]=Nc1ccc(Cl)c2c([O-])cccc12,-7.4
[N-]=[N+]=Nc1c(Cl)c(Cl)c(N)c2cccc(O)c12,-6.8
Nc1cccc2ccc([N+](=O)[O-])cc12,-8.5
Cc1cc(N=C=O)[nH+]c2ccc3ccccc3c12,-9.0
Cc1cc(N)nc2ccc(N)cc12,-7.2
Cc1cc(N=[N+]=[N-])[nH+]c2ccc3ccccc3c12,-9.0
CCN1C(=O)c2cccc3c(N)ccc1c23,-7.8
Nc1c(Cl)c(Cl)c2ccccc2c1Cl,-7.3
[N-]=[N+]=Nc1c(Cl)c(F)c2ccccc2c1N=[N+]=[N-],-7.6
[N-]=[N+]=Nc1c(N=[N+]=[N-])c(Cl)c2ccccc2c1[O-],-7.3
C[N+]1(C)Cc2cc3ccc(N=C=S)cc3cc2C1,-6.3
C#Cc1cccc2ccccc12,-7.7
[N-]=[N+]=Nc1c(Cl)c(Cl)c2ccccc2c1O,-7.7
Fc1c(Cl)c(Cl)c(N=C=S)c2ccccc12,-7.7
[N-]=[N+]=Nc1c(Cl)c(Cl)c2cccc3c2c1[N-]C3=O,-7.9
Nc1ccc(F)c2ccccc12,-7.6
[N-]=[N+]=Nc1c(Cl)c(N=[N+]=[N-])c2ccccc2c1O,-6.9
[N-]=[N+]=Nc1cc(Cl)c(F)c2ccccc12,-8.0
[N-]=[N+]=Nc1c(Cl)c(Cl)c2cccc3c2c1NC3=O,-8.4
[N-]=[N+]=Nc1c(Cl)c(N=[N+]=[N-])c2ccccc2c1[O-],-6.8
[N-]=[NH+]Nc1ccc2c3c(ccc(Cl)c13)C=C2,-7.6
NC(=O)C#Cc1ccc2ccccc2c1,-9.1
[N-]=[N+]=Nc1c(Cl)c(Cl)c2ccccc2c1Cl,-7.1
Cc1cc(=N)[nH]c2ccc3c(N=[N+]=[N-])cccc3c12,-9.1
Nc1ccc2c3c(ccc(Cl)c13)CC2,-7.9
C[N+]1(C)Cc2cc3ccc([NH2+]N=N)cc3cc2C1,-7.2
COc1ccc2c(ccc3sc(C#N)c(N)c32)c1,-7.5
O=C1Nc2ccc(/N=C(/O)[C@@H]3[CH]CCC3)c3cccc1c23,-8.3
