Input smiles,Docking score
[N-]=[N+]=Nc1nnc(C2(NN=N)C(Cl)C(Cl)CCC3C=CC(C3)CC2[N+](=O)[O-])o1,-5.0
C[C@H]1CC(=O)N(C)N1c1ccc2c3c(ccc(N=[N+]=[N-])c13)CC2,-7.1
CC#CC[N+](C)(C)Cc1c2ccc(Cl)c(Cl)c(NN=N)c([N+](=O)[O-])cc1C=C2,0.0
C#C[C@@](O)(c1ccc2ccccc2c1)C(C)(C)C,-7.7
C#Cc1ccc2c3c([n-]c([O-])c13)C(N=[N+]=[N-])=C/C2=N/[C@@H](C)CC1CC1,-6.8
C#Cc1cc(-c2nn(C(=O)[C@@H](C)C[CH]C)c(=N)o2)c2c3c([n-]c([O-])c13)C(N=[N+]=[N-])=C/C2=N/[C@@H](C)CC1CC1,-1.9
C[C@@H](CC1CC1)/[NH+]=C1/C=C(N=[N+]=[N-])c2[nH]c(C#N)c3cccc1c23,-7.1
C[N+]1(C)Cc2ccc([N+](=O)[O-])c(N=[N+]=[N-])c(Cl)cc(F)cc2C1,-5.9
[N-]=[N+]=Nc1cc2ccc3ccccc3c2oc1=O,-8.6
C[N+]1(C)Cc2cc(F)ccc(N=NN)c([N+](=O)[O-])cc(C(O)=Nc3ccc(ON)cc3)c2C1,-1.4
CO/C(O)=[N+]1/N[C@@H](c2ccc3c(ccc([N+](=O)[O-])c(N=NN)c2)C[N+](C)(C)C3)O[C@@H]1CN,-4.4
Cc1cc(N=[N+]=[N-])[nH+]c2ccc3ccccc3c12,-9.0
C[N+]1(C)Cc2cc(F)ccc(N=NN)c([N+](=O)[O-])c(C(=O)N=[N+]=[N-])cc2C1,-3.4
C#CC(O[C@]1(O)OC1(Cl)Cl)(c1ccc2ccccc2c1)C(C)(C)C,-7.7
[N-]=[N+]=NCCNC(=O)c1cc2ccccc2c2ccccc12,-8.4
Cc1cc(N=[N+]=[N-])[nH+]c2ccc3c(N4[C@@H](C)C=C(O)N4C)cccc3c12,-7.9
C[N+]1(C)Cc2cc3ccc(N)cc3cc2C1,-7.3
C[N+]1(C)Cc2ccccc(N=NN)c([N+](=O)[O-])ccc2C1,-7.1
N=[N+]=Nc1cc(/N=C2/N=C(N)N2)c(F)c2ccccc12,-9.3
C[N+]1(C)Cc2ccc([N+](=O)[O-])c(N=NN)ccc(F)c(C#CC(=O)C#N)c2C1,-1.3
C[C@H]1CC(=O)N(C)N1c1ccc2cc(cc([N+](=O)[O-])c(N=C=O)c1Cl)CC2,-5.3
C#CC(O)(c1ccc2ccccc2c1)C(C)(C)C,-7.8
C[C@@H](CC1CC1)NC1CCCCC2CC(Cl)(N=C2O)C(NN=N)C1,-6.9
C#Cc1c(N=[N+]=[N-])c(Cl)c(Cl)c2cc3c(cc12)C[N+](C)(C)C3,-6.2
N=N[NH2+]c1c([N+](=O)[O-])cc2cc(ccc(Cl)c1Cl)C=C2,-7.6
C#Cc1ccc2ccccc2c1,-7.3
Cc1n[nH+]n(C2COC2)c1-c1ccc2ccc3cccc4ccc1c2c34,-8.0
C[C@H]1CC(=O)N(C)N1c1ccc2c3c(ccc(N)c13)CC2,-8.4
[N-]=[NH+]/N=C,-2.6
C#C[C@@](O)(c1ccc2ccccc2c1)C(C)(C)C,-7.8
C#Cc1cc2ccccc2c2ccccc12,-9.0
C[C@H]1C=C(O)N(C)N1c1ccc2ccccc2c1,-8.6
N=N/N=C,-2.6
O=Cc1cc2ccccc2c2ccccc12,-8.9
CC(C)(O)C#Cc1cccc2ccccc12,-8.2
C#C[C@@](OC(O)=C(Cl)Cl)(c1ccc2ccccc2c1)C(C)(C)C,-7.8
C#Cc1ccc2ccc3cccc4ccc1c2c34,-9.3
[N-]=[N+]=Nc1nnc(-c2cccc3ccccc23)o1,-8.6
CO/C(O)=[N+]1/N[C@@H](c2ccc3ccccc3c2)O[C@@H]1CN,-9.2
C#C[C@@](OC([O-])=C(Cl)Cl)(c1ccc2ccccc2c1)C(C)(C)C,-7.7
[N-]=[N+]=Nc1n[nH+]c(-c2cccc3ccccc23)o1,-8.6
C[C@@H](CC1CC1)/[NH+]=C1/C=C(N=[N+]=[N-])c2[nH]c(C#N)c3cccc1c23,-7.0
N=c1[nH]nc(-c2cccc3ccccc23)o1,-9.1
N=N/N=C,-2.7
C#CCS(=O)(=O)c1ccc2ccccc2c1,-8.1
Cc1cc(=N)[nH]c2ccc3ccccc3c12,-8.7
Cc1cc(N=[N+]=[N-])nc2ccc3ccccc3c12,-8.6
C[C@H]1CC(=O)N(C)N1c1ccc2ccccc2c1,-8.7
NOc1ccc([N-]C(=O)c2cccc3ccccc23)cc1,-9.2
C#Cc1c(N=[N+]=[N-])c(Cl)c(Cl)c2cc3c(cc12)C[N+](C)(C)C3,-6.1
N#Cc1sc2ccc3ccccc3c2c1N=[N+]=[N-],-7.1
C#C[C@@](O[C@]1(O)OC1(Cl)Cl)(c1ccc2ccccc2c1)C(C)(C)C,-8.3
C[C@H]1CC(O[C@H](C#N)C=O)=[N+](C)N1c1ccc2ccccc2c1,-8.0
C[C@@H](CC1CC1)/N=C1/C=C(N=[N+]=[N-])c2[n-]c(O)c3cccc1c23,-7.9
[N-]=[N+]=NCCNC(=O)c1cc2ccccc2c2ccccc12,-8.4
C[C@H]1CC(=O)N(C)N1c1ccc2c3c(ccc(N=[N+]=[N-])c13)CC2,-7.8
C[C@H]1C=C(O)N(C)N1c1ccc2c3c(ccc([N-]C(=O)/C=C,0.0
C[C@H]1CC([O-])=[N+](C)N1c1ccc2ccccc2c1,-8.7
N=NNc1c([N+](=O)[O-])cc2cc(ccc(Cl)c1Cl)C=C2,-7.4
C#CCOc1ccc2ccccc2c1,-7.4
Nc1cc2ccc3ccccc3c2oc1=O,-8.5
N#Cc1sc2ccc3ccccc3c2c1N=C=O,-7.5
[N-]=[N+]=Nc1cc2ccc3ccccc3c2oc1=O,-8.6
C#C[C@](O)(c1ccc2ccccc2c1)C(C)(C)C,-7.7
CC1(C)CN/C(=N,0.0
[N-]=[N+]=Nc1ccc(OC[C@@H]2[NH2+]C[C@H]3C[C@H]32)c2ccccc12,-9.6
Cc1n[nH+]n(C2COC2)c1-c1ccc2ccc3cccc4ccc1c2c34,-8.7
C[C@H]1CC(=O)N(C)N1c1ccc2c3c(ccc(N=C=O)c13)CC2,-7.4
C#Cc1ccc2c3c([n-]c([O-])c13)C(N=[N+]=[N-])=C/C2=N/[C@@H](C)CC1CC1,-6.8
CC(C)(O)C#Cc1ccc2ccccc2c1,-8.3
C#Cc1c(N=[N+]=[N-])c(Cl)c2cccc3c2c1C=C3,-7.6
N#CC(=O)C#Cc1ccc2ccccc2c1,-7.8
C[C@@H](CC1CC1)Nc1cc(N=[N+]=[N-])c2c3c(cccc13)C(O)=N2,-8.5
CC#CC[N+](C)(C)Cc1ccc2ccccc2c1,-7.5
C[C@@H]1CCC[C@H]1OC(=O)C#Cc1ccc2ccccc2c1,-9.1
C[CH]C[C@H](C)C(=O)n1nc(-c2cccc3ccccc23)oc1=N,-9.3
N#CC(=O)C#Cc1cccc2ccccc12,-7.8
